unnamed:_0;sku;nome;gênero;marca;indicado_para;altura_do_cano;color;value;description;media_rating;number_reviews;size;images;url_product;gola;material;time/atleta;manga;dimensões_aproximadas;garantia_do_fabricante;origem;estilo_da_peça;composição;tecnologia;peso_do_produto;definição_da_tecnologia;recomendações_de_uso;kit_composto_por;alça;aba;fechamento;capacidade;compartimento;linha;departamento_bs;cós;tipo_de_uso;capuz;bolso;personalização;categoria;pisada;itens_inclusos;importante;nível;circunferência;obs;modelo;solado;tipo;material_interno;classificação_indicativa;console;classificação;sac;faixa_preco;value_normalized
10;FBA-841A-026-38;Tênis Adidas Anthony Edwards 2;Unissex;adidas;dia a dia, jogo;Cano Alto;Preto e Branco;139999.0;"comemore uma das estrelas em ascensão do esporte com os mais recentes tênis assinatura da adidas basketball e anthony edwards esses tênis de basquete de alto desempenho têm tudo a ver com dar suporte à ação de alta performance e alta velocidade que fez de edwards um superstar internacional combinando o retorno de energia do boost e o amortecimento superleve do lightstrike este tênis foi projetado para jogadores que dominam com sua velocidade e capacidade atlética com placa de propulsão que oferece suporte à torção e retorno de energia para que você se eleve com mais facilidade e haste articulada 
para você não escorregar nunca as pressas articuladas oferecem contenção para você movimentar de forma explosiva em todas as situações além dos logotipos da anthony edwards que completam o visual assinatura aposte";0.0;0;38, 39, 40, 41, 42, 43, 44;"https://static.lojanba.com/produtos/tenis-adidas-anthony-edwards-2/26/FBA-841A-026/FBA-841A-026_zoom1.jpg?ts=1775012807&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-anthony-edwards-2/26/FBA-841A-026/FBA-841A-026_zoom2.jpg?ts=1775012807&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-anthony-edwards-2/26/FBA-841A-026/FBA-841A-026_zoom3.jpg?ts=1775012807&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-anthony-edwards-2/26/FBA-841A-026/FBA-841A-026_zoom4.jpg?ts=1775012807&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-anthony-edwards-2/26/FBA-841A-026/FBA-841A-026_zoom5.jpg?ts=1775012807&ims=544x";https://www.lojanba.com/p/tenis-adidas-anthony-edwards-2-FBA-841A-026;Não Informado;Têxtil e Sintético;Não Informado;Não Informado;Não Informado;CONTRA DEFEITO DE FABRICAÇÃO;Estrangeira - Adquirida no mercado interno;Não Informado;Não Informado;BOOST™, Lightstrike;Tam. (40) 420g (O peso do produto varia de acordo com a numeração);Tecnologias BOOST e LIGHTSTRIKE amortecem seus pés e dão conforto por mais tempo.;Basquete;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.7029952177196074
11;C61-5423-006-02;Camiseta Mitchell & Ness Denver Nuggets Slam Anthony Masculina;Masculino;mitchell & ness;dia a dia;Não Informado;Preto;6999.0;estilo esportivo com atitude e perfil clássico a camiseta masculina mitchell  ness denver nuggets slam anthony carmelo traz design exclusivo para garantir atitude e autenticidade no seu visual esta camiseta de basquete simula uma capa de revista com estampa do ala carmelo anthony que atuou na equipe de 2003 a 2011 ideal para demonstrar sua torcida no dia a dia e nas partidas sempre com conforto combine com bermuda nba denver nuggets calça jogger ou seu jeans favorito peça a sua e aproveite;4.43;7;P, M, G, GG;"https://static.lojanba.com/produtos/camiseta-mitchell-&-ness-denver-nuggets-slam-anthony-masculina/06/C61-5423-006/C61-5423-006_zoom1.jpg?ts=1773372942&ims=544x; https://static.lojanba.com/produtos/camiseta-mitchell-&-ness-denver-nuggets-slam-anthony-masculina/06/C61-5423-006/C61-5423-006_zoom2.jpg?ts=1773372942&ims=544x; https://static.lojanba.com/produtos/camiseta-mitchell-&-ness-denver-nuggets-slam-anthony-masculina/06/C61-5423-006/C61-5423-006_zoom3.jpg?ts=1773372942&ims=544x; https://static.lojanba.com/produtos/camiseta-mitchell-&-ness-denver-nuggets-slam-anthony-masculina/06/C61-5423-006/C61-5423-006_zoom4.jpg?ts=1773372942&ims=544x; https://static.lojanba.com/produtos/camiseta-mitchell-&-ness-denver-nuggets-slam-anthony-masculina/06/C61-5423-006/C61-5423-006_zoom5.jpg?ts=1773372942&ims=544x";https://www.lojanba.com/p/camiseta-mitchell-ness-denver-nuggets-slam-anthony-masculina-C61-5423-006;Gola Careca;Algodão;Denver Nuggets;Manga Curta;Medidas da Peça ( Tamanho G)- Ombro: 51 cm, Tórax: 120 cm, ,Comprimento: 80 cm;Contra defeito de fabricação;Nacional;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.03347596274855273
12;FBA-0929-006-38;Tênis Adidas A.E. Tênis 1 Low;Unissex;adidas;dia a dia;Cano Alto;Preto;79999.0;amarre os cadarços com o estilo de uma das estrelas em ascensão do esporte este tênis assinado pela adidas basketball e anthony edwards foi desenvolvido para os cestinhas do jogo a entressola boost e lightstrike combinada é ultraleve e adiciona um retorno de energia excepcional aos seus movimentos mais explosivos o solado de borracha fornece todo o suporte de que você precisa para partir para o ataque enquanto a marca assinada de anthony edwards completa o visual;4.81;47;34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50;"https://static.lojanba.com/produtos/tenis-adidas-ae-tenis-1-low/06/FBA-0929-006/FBA-0929-006_zoom1.jpg?ts=1735805851&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-ae-tenis-1-low/06/FBA-0929-006/FBA-0929-006_zoom2.jpg?ts=1735805851&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-ae-tenis-1-low/06/FBA-0929-006/FBA-0929-006_zoom3.jpg?ts=1735805851&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-ae-tenis-1-low/06/FBA-0929-006/FBA-0929-006_zoom4.jpg?ts=1735805851&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-ae-tenis-1-low/06/FBA-0929-006/FBA-0929-006_zoom5.jpg?ts=1735805851&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-ae-tenis-1-low/06/FBA-0929-006/FBA-0929-006_zoom6.jpg?ts=1735805851&ims=544x";https://www.lojanba.com/p/tenis-adidas-ae-tenis-1-low-FBA-0929-006;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.4009564560785301
13;FBA-4167-028-34;Tênis Adidas Subzone Unissex;Unissex;adidas;dia a dia;Cano Médio;Branco e Preto;32999.0;experimente a performance com o tênis adidas subzone inspirado no basquete de alto desempenho oferece suporte e estilo para dentro e fora das quadras sua construção combina materiais que envolvem o pé proporcionando respirabilidade e conforto durante os movimentos dinâmicos a entressola conta com tecnologia cloudfoam material macio que absorve o impacto a cada pisada e proporciona sensação de leveza conforto e amortecimento responsivo ideal para impulsão característica do basquete o design moderno e versátil se adapta a diferentes ocasiões desde o treino até o uso casual com o dna do basquete em sua essência o adidas subzone garante performance e atitude seja para dominar o jogo ou compor um visual urbano este tênis é uma escolha certeira garanta a combinação perfeita de tecnologia e estilo com o adidas subzone;4.57;193;34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45;"https://static.lojanba.com/produtos/tenis-adidas-subzone-unissex/28/FBA-4167-028/FBA-4167-028_zoom1.jpg?ts=1774429413&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-subzone-unissex/28/FBA-4167-028/FBA-4167-028_zoom2.jpg?ts=1774429413&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-subzone-unissex/28/FBA-4167-028/FBA-4167-028_zoom3.jpg?ts=1774429413&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-subzone-unissex/28/FBA-4167-028/FBA-4167-028_zoom4.jpg?ts=1774429413&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-subzone-unissex/28/FBA-4167-028/FBA-4167-028_zoom5.jpg?ts=1774429413&ims=544x";https://www.lojanba.com/p/tenis-adidas-subzone-unissex-FBA-4167-028;Não Informado;Sintético;Não Informado;Não Informado;Não Informado;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;Não Informado;Cloudfoam;Tam- (44) 434 g (O peso do produto varia de acordo com a numeração);Cloudfoam: Entressola feita de material macio que absorve o impacto a cada pisada, proporcionando uma sensação de leveza e conforto;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.16435942612635288
14;SGL-04QI-006-39;Tênis Nike Precision 8 Mid Masculino;Masculino;nike;jogo;Cano Alto;Preto;58999.0;se você busca o melhor custobenefício sem abrir mão da qualidade profissional o tênis nike precision 8 mid masculino é a sua escolha ideal este modelo foca na simplicidade funcional entregando tudo o que um jogador precisa amortecimento eficiente suporte no tornozelo e uma durabilidade impressionante o cano médio mid oferece uma proteção adicional contra torções proporcionando confiança extra em saltos e rebotes a entressola em espuma moldada é leve e absorve impactos com facilidade garantindo conforto durante partidas longas sua sola com padrão espinha de peixe entrega uma aderência clássica e confiável permitindo paradas instantâneas sem perder o equilíbrio versátil para a quadra ou para o uso casual o precision 8 é sinônimo de eficiência e estilo direto ao ponto garanta já o seu par e entre no jogo com a confiança nike;3.0;0;34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44;"https://static.lojanba.com/produtos/tenis-nike-precision-8-mid-masculino/06/SGL-04QI-006/SGL-04QI-006_zoom1.jpg?ts=1773112151&ims=544x; https://static.lojanba.com/produtos/tenis-nike-precision-8-mid-masculino/06/SGL-04QI-006/SGL-04QI-006_zoom2.jpg?ts=1773112151&ims=544x; https://static.lojanba.com/produtos/tenis-nike-precision-8-mid-masculino/06/SGL-04QI-006/SGL-04QI-006_zoom3.jpg?ts=1773112151&ims=544x; https://static.lojanba.com/produtos/tenis-nike-precision-8-mid-masculino/06/SGL-04QI-006/SGL-04QI-006_zoom4.jpg?ts=1773112151&ims=544x; https://static.lojanba.com/produtos/tenis-nike-precision-8-mid-masculino/06/SGL-04QI-006/SGL-04QI-006_zoom5.jpg?ts=1773112151&ims=544x";https://www.lojanba.com/p/tenis-nike-precision-8-mid-masculino-SGL-04QI-006;Não Informado;Têxtil e Sintético;Não Informado;Não Informado;Não Informado;CONTRA DEFEITO DE FABRICAÇÃO;Estrangeira - Adquirida no mercado interno;Não Informado;Não Informado;Não Informado;Tam. (40) 361g (O peso do produto varia de acordo com a numeração);Não Informado;Basquete;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.295242889504153
15;C61-564J-198-02;Camiseta NBA Class Lakers Mitchell & Ness Masculina;Masculino;mitchell & ness;dia a dia;Não Informado;Roxo;9999.0;vista a glória do basquete com a camiseta nba class lakers mitchell  ness masculina indispensável para os fãs da nba esta camiseta dos lakers celebra a história e o legado do time de forma autêntica e cheia de estilo confeccionada em algodão macio garante conforto para estilo street do dia a dia ou para vibrar em cada cesta o design clássico traz o emblema dos lakers e da nba em destaque na parte frontal reforçando sua conexão com a história da equipe e elevando seu visual com atitude não perca tempo  combine com seu tênis de basquete preferido para um visual autêntico peça já a sua camiseta lakers masculina e vista a paixão pela nba;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/camiseta-nba-class-lakers-mitchell-&-ness-masculina/98/C61-564J-198/C61-564J-198_zoom1.jpg?ts=1774340437&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-class-lakers-mitchell-&-ness-masculina/98/C61-564J-198/C61-564J-198_zoom2.jpg?ts=1774340437&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-class-lakers-mitchell-&-ness-masculina/98/C61-564J-198/C61-564J-198_zoom3.jpg?ts=1774340437&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-class-lakers-mitchell-&-ness-masculina/98/C61-564J-198/C61-564J-198_zoom4.jpg?ts=1774340437&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-class-lakers-mitchell-&-ness-masculina/98/C61-564J-198/C61-564J-198_zoom5.jpg?ts=1774340437&ims=544x";https://www.lojanba.com/p/camiseta-nba-class-lakers-mitchell-ness-masculina-C61-564J-198;Gola Careca;Algodão;Los Angeles Lakers;Manga Curta;Medidas da Peça ( Tamanho G) - Ombro: 62 cm, Tórax: 126 cm Comprimento: 77 cm;Contra defeito de fabricação;Nacional;Não Informado;100% Algodão;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.0485779008306066
16;SGL-03A0-328-39;Tênis NBA Nike Book 1 Moss Point Masculino;Masculino;nike;jogo;Cano Baixo;Prata e Cinza;75999.0;assuma o controle da quadra com o tênis nba nike book 1 moss point masculino projetado para oferecer a performance que você precisa nas partidas e o estilo de devin booker que você precisa no streetwear este tênis de basquete combina tecnologia de amortecimento responsivo com um cabedal resistente que garante suporte e estabilidade a cada movimento com design moderno e detalhes que remetem ao craque do basquete o artigo eleva seu estilo dentro e fora das quadras proporcionando aderência e tração máxima para jogadas rápidas e dribles precisos peça já o seu tênis nike masculino e domine o jogo com atitude e conforto;4.6;5;39, 40, 41, 42, 43, 44;"https://static.lojanba.com/produtos/tenis-nba-nike-book-1-moss-point-masculino/28/SGL-03A0-328/SGL-03A0-328_zoom1.jpg?ts=1774149233&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-book-1-moss-point-masculino/28/SGL-03A0-328/SGL-03A0-328_zoom2.jpg?ts=1774149233&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-book-1-moss-point-masculino/28/SGL-03A0-328/SGL-03A0-328_zoom3.jpg?ts=1774149233&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-book-1-moss-point-masculino/28/SGL-03A0-328/SGL-03A0-328_zoom4.jpg?ts=1774149233&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-book-1-moss-point-masculino/28/SGL-03A0-328/SGL-03A0-328_zoom5.jpg?ts=1774149233&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-book-1-moss-point-masculino/28/SGL-03A0-328/SGL-03A0-328_zoom6.jpg?ts=1774149233&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-book-1-moss-point-masculino/28/SGL-03A0-328/SGL-03A0-328_zoom7.jpg?ts=1774149233&ims=544x";https://www.lojanba.com/p/tenis-nba-nike-book-1-moss-point-masculino-SGL-03A0-328;Não Informado;Couro e Sintético;Não Informado;Não Informado;Não Informado;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;Não Informado;Não Informado;Tam. (40) 374g (O peso do produto varia de acordo com a numeração);Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.3808205386357916
17;JD8-3953-198-05;Camiseta NBA Nike Los Angeles Lakers Masculina;Masculino;nike;dia a dia;Não Informado;Roxo;14999.0;mostre sua paixão a camiseta nba nike los angeles lakers é perfeita para acompanhar os seus jogos confeccionada em algodão tem caimento leve manga curta e gola careca essa camiseta masculina exibe estampada da coleção em destaque no peito dica combine com looks esportivos ou casuais  short de treino calça jeans ou tênis esportivo você merece as melhores escolhas garanta já a sua;4.67;3;P, M, G, GG;"https://static.lojanba.com/produtos/camiseta-nba-nike-los-angeles-lakers-masculina/98/JD8-3953-198/JD8-3953-198_zoom1.jpg?ts=1774430431&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-nike-los-angeles-lakers-masculina/98/JD8-3953-198/JD8-3953-198_zoom2.jpg?ts=1774430431&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-nike-los-angeles-lakers-masculina/98/JD8-3953-198/JD8-3953-198_zoom3.jpg?ts=1774430431&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-nike-los-angeles-lakers-masculina/98/JD8-3953-198/JD8-3953-198_zoom4.jpg?ts=1774430431&ims=544x";https://www.lojanba.com/p/camiseta-nba-nike-los-angeles-lakers-masculina-JD8-3953-198;Gola Careca;Algodão;Los Angeles Lakers;Manga Curta;Medidas da Peça ( Tamanho M) - Ombro: 47 cm, Tórax: 108 cm, Comprimento: 78 cm;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;100% Algodão;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.0737477976340297
18;2IC-8860-008-02;Regata NBA Nike Oklahoma City Thunder Giddey Nº 3 Dri-Fit Masculina;Masculino;nike;dia a dia;Não Informado;Azul;64999.0;mostre sua paixão pelo basquete dentro e fora das quadras com o regata nba nike oklahoma city thunder drifit masculina essa regata de basquete conta com a personalização do armador josh giddey para se inspirar nas suas jogadas com estilo e garra conta ainda com tecido tecnológico que afasta o suor e mantém a pele seca por mais tempo peça já sua regata masculina nba e deixe sua marca;4.0;5;P, M, G, GG, EGG;"https://static.lojanba.com/produtos/regata-nba-nike-oklahoma-city-thunder-giddey-n-3-dri-fit-masculina/08/2IC-8860-008/2IC-8860-008_zoom1.jpg?ts=1774962244&ims=544x; https://static.lojanba.com/produtos/regata-nba-nike-oklahoma-city-thunder-giddey-n-3-dri-fit-masculina/08/2IC-8860-008/2IC-8860-008_zoom2.jpg?ts=1774962244&ims=544x; https://static.lojanba.com/produtos/regata-nba-nike-oklahoma-city-thunder-giddey-n-3-dri-fit-masculina/08/2IC-8860-008/2IC-8860-008_zoom3.jpg?ts=1774962244&ims=544x; https://static.lojanba.com/produtos/regata-nba-nike-oklahoma-city-thunder-giddey-n-3-dri-fit-masculina/08/2IC-8860-008/2IC-8860-008_zoom4.jpg?ts=1774962244&ims=544x";https://www.lojanba.com/p/regata-nba-nike-oklahoma-city-thunder-giddey-n-3-drifit-masculina-2IC-8860-008;Gola V;Poliéster;Oklahoma City Thunder;Regata;Medidas da Peça ( Tamanho M) - Ombro: 40 cm, Tórax: 116 cm, Comprimento: 78 cm;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;100% Poliéster;Dri-Fit;Não Informado;Tecido de desempenho que afasta o suor da pele para ajudá-lo a se manter seco e confortável.;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.32544676566826075
19;JD8-9896-384-39;Tênis NBA Nike Jump Academy Masculino;Masculino;nike;jogo;Cano Alto;Preto e Roxo;71999.0;conquiste as quadras com o tênis nike jump academy masculino desenvolvido para atletas que buscam desempenho e conforto esse tênis de basquete traz um design moderno ideal para aumentar o estilo nas quadras ou no streetwear seu cabedal respirável garante estabilidade e suporte durante os movimentos mais intensos enquanto o solado de qualidade proporciona aderência perfeito para os dribles rápidos com amortecimento air zoom o tênis nike oferece respostas rápidas a cada pisada elevando o conforto e a firmeza nas jogadas por fim  os detalhes exclusivos exibem seu estilo e mostram muito bom gosto não perca tempo  combine com sua regata de basquete preferida para um visual cheio de personalidade peça já;4.64;28;39, 40, 41, 42, 43, 44;"https://static.lojanba.com/produtos/tenis-nba-nike-jump-academy-masculino/84/JD8-9896-384/JD8-9896-384_zoom1.jpg?ts=1773544377&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-jump-academy-masculino/84/JD8-9896-384/JD8-9896-384_zoom2.jpg?ts=1773544377&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-jump-academy-masculino/84/JD8-9896-384/JD8-9896-384_zoom3.jpg?ts=1773544377&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-jump-academy-masculino/84/JD8-9896-384/JD8-9896-384_zoom4.jpg?ts=1773544377&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-jump-academy-masculino/84/JD8-9896-384/JD8-9896-384_zoom5.jpg?ts=1773544377&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-jump-academy-masculino/84/JD8-9896-384/JD8-9896-384_zoom6.jpg?ts=1773544377&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-jump-academy-masculino/84/JD8-9896-384/JD8-9896-384_zoom7.jpg?ts=1773544377&ims=544x; https://static.lojanba.com/produtos/tenis-nba-nike-jump-academy-masculino/84/JD8-9896-384/JD8-9896-384_zoom8.jpg?ts=1773544377&ims=544x";https://www.lojanba.com/p/tenis-nba-nike-jump-academy-masculino-JD8-9896-384;Não Informado;Têxtil e Sintético;Não Informado;Não Informado;Não Informado;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;Não Informado;Não Informado;Tam- (40) 348 g (O peso do produto varia de acordo com a numeração);Não Informado;Basquete;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.3606846211930531
